Mine ID,Mine Name,Commodity,Mine Status,Status Date,Type of Mine,Street,City,State,Zip Code,full_address,lat,lon,confidence,geocode_method
100004,Brierfield Quarry,"Crushed, Broken Limestone NEC",Active,3/4/2003,Surface,14786 Montevallo Road,Brierfield,Alabama,35035,"14786 Montevallo Road, Brierfield, Alabama 35035.0",,,,none
100006,Auburn Quarry,"Crushed, Broken Limestone NEC",Active,9/24/1976,Surface,3505 County Road 159,Auburn,Alabama,36830,"3505 County Road 159, Auburn, Alabama 36830.0",,,,none
100009,Dolcito Quarry,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,2101 Pinson Valley Parkway,Birmingham,Alabama,35217,"2101 Pinson Valley Parkway, Birmingham, Alabama 35217.0",33.589253615545,-86.76522528753,,python
100011,Imerys Sylacauga Operations,"Crushed, Broken Marble",Active,11/14/1975,Surface,1301 Gene E Stewart Blvd.,Sylacauga,Alabama,35151,"1301 Gene E Stewart Blvd., Sylacauga, Alabama 35151.0",33.156325844828,-86.297580617235,,python
100012,Ohatchee Quarry,"Crushed, Broken Limestone NEC",Active,12/13/2011,Surface,582 McCullars Lane,Alexandria,Alabama,36250,"582 McCullars Lane, Alexandria, Alabama 36250.0",,,,none
100013,C A Langford Co Inc,"Crushed, Broken Limestone NEC",Active,11/14/1975,Surface,2120 Warrenton Rd,Guntersville,Alabama,35976,"2120 Warrenton Rd, Guntersville, Alabama 35976.0",34.337063980797,-86.369512295172,,python
100021,HUNTSVILLE NORTH QUARRY,"Crushed, Broken Limestone NEC",Active,4/18/1975,Surface,4210 Northwest Stringfield Road,Huntsville,Alabama,35810,"4210 Northwest Stringfield Road, Huntsville, Alabama 35810.0",34.778635722713,-86.626515513396,,python
100030,Tuscumbia Quarry,"Crushed, Broken Limestone NEC",Active,6/21/1984,Surface,520 Three Mile Lane,Tuscumbia,Alabama,35674,"520 Three Mile Lane, Tuscumbia, Alabama 35674.0",,,,none
100033,Oakwood Quarry,"Crushed, Broken Limestone NEC",Abandoned,3/12/1990,Surface,Jordon Lane,Huntsville,Alabama,35810,"Jordon Lane, Huntsville, Alabama 35810.0",,,,none
100036,Cherokee Quarry,"Crushed, Broken Limestone NEC",Active,12/27/1984,Surface,5475 Old Lee Highway,Cherokee,Alabama,35616,"5475 Old Lee Highway, Cherokee, Alabama 35616.0",,,,none
100037,CHILDERSBURG QUARRY,"Crushed, Broken Limestone NEC",Active,11/26/1975,Surface,1408 Flagpole Mountain Road,Childersburg,Alabama,35044,"1408 Flagpole Mountain Road, Childersburg, Alabama 35044.0",33.237166633504,-86.35187867204,,python
100039,Trinity Quarry,"Crushed, Broken Limestone NEC",Active,12/27/1984,Surface,3950 Alabama Hwy. 20 West,Trinity,Alabama,35673,"3950 Alabama Hwy. 20 West, Trinity, Alabama 35673.0",34.620146664026,-87.075035921252,,python
100045,TUSCUMBIA QUARRY,"Crushed, Broken Limestone NEC",Active,1/30/1998,Surface,23314 Alabama Highway 72 West,Tuscumbia,Alabama,35674,"23314 Alabama Highway 72 West, Tuscumbia, Alabama 35674.0",,,,none
100047,GLENCOE QUARRY,"Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,608 East Main Street,Glencoe,Alabama,35905,"608 East Main Street, Glencoe, Alabama 35905.0",33.945233992968,-85.927210159385,,python
100050,Calera Quarry,"Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,1614 Highway 84,Calera,Alabama,35040,"1614 Highway 84, Calera, Alabama 35040.0",33.142722916893,-86.759524940387,,python
100052,"Wade Sand & Gravel Co., Inc.","Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,1200 10th St W,Birmingham,Alabama,35204,"1200 10th St W, Birmingham, Alabama 35204.0",33.523164879907,-86.852901201532,,python
100130,Scottsboro Quarry,"Crushed, Broken Limestone NEC",Active,12/27/1984,Surface,3145 Porter Road,Scottsboro,Alabama,35768,"3145 Porter Road, Scottsboro, Alabama 35768.0",34.623560641307,-86.088422598051,,python
100526,HELENA QUARRY,"Crushed, Broken Limestone NEC",Active,9/8/2014,Surface,237 Limestone Drive,Helena,Alabama,35080,"237 Limestone Drive, Helena, Alabama 35080.0",33.316776650897,-86.8269471369,,python
100853,Lacon Quarry,"Crushed, Broken Limestone NEC",Active,6/21/1984,Surface,145 East Lacon Road,Falkville,Alabama,35622,"145 East Lacon Road, Falkville, Alabama 35622.0",34.338742248835,-86.888963814013,,python
101552,Roberta Plant,"Crushed, Broken Limestone NEC",Abandoned,3/13/2014,Facility,730 Hwy. 23,Calera,Alabama,35040,"730 Hwy. 23, Calera, Alabama 35040.0",33.102827852479,-86.812990540991,,python
102013,Moulton Quarry,"Crushed, Broken Limestone NEC",Abandoned,3/11/2020,Surface,15160 County Road 7,Moulton,Alabama,35650,"15160 County Road 7, Moulton, Alabama 35650.0",34.451449325831,-87.381527118655,,python
102014,Allsboro Quarry & Mill,"Crushed, Broken Limestone NEC",Active,4/1/1979,Surface,96 State Line Rd,Cherokee,Alabama,35616,"96 State Line Rd, Cherokee, Alabama 35616.0",34.726194329524,-88.116901913126,,python
102086,ROCK PRODUCTS QUARRY,"Crushed, Broken Limestone NEC",Abandoned,5/18/2016,Surface,611 Rock Products Lane,Sylacauga,Alabama,35151,"611 Rock Products Lane, Sylacauga, Alabama 35151.0",,,,none
102096,Central Shop,"Crushed, Broken Limestone NEC",Abandoned,4/21/2008,Surface,1981 Butler Road,Montevallo,Alabama,35115,"1981 Butler Road, Montevallo, Alabama 35115.0",,,,none
102140,Alexander City,"Crushed, Broken Granite",Active,5/7/2013,Surface,625 Coosa County Road 32,Alexander City,Alabama,35010,"625 Coosa County Road 32, Alexander City, Alabama 35010.0",32.936633626413,-85.975937379696,,python
102523,Guntersville Quarry,"Crushed, Broken Limestone NEC",Active,6/29/1983,Surface,692 Convict Camp Rd.,GUNTERSVILLE,Alabama,35976,"692 Convict Camp Rd., GUNTERSVILLE, Alabama 35976.0",34.44227248574,-86.25804367447,,python
102660,North Huntsville Quarry & Mill,"Crushed, Broken Limestone NEC",Active,5/28/1986,Surface,6250 Stringfield Rd,Huntsville,Alabama,35806,"6250 Stringfield Rd, Huntsville, Alabama 35806.0",34.778759733227,-86.643087342286,,python
102727,Tarrant Quarry,"Crushed, Broken Limestone NEC",Abandoned,1/20/2009,Surface,2475 Seaboard Rd.,Tarrant,Alabama,35217,"2475 Seaboard Rd., Tarrant, Alabama 35217.0",,,,none
102743,Summit Quarry,"Crushed, Broken Limestone NEC",Active,11/14/1988,Surface,2335 Hinds Road,Blountsville,Alabama,35031,"2335 Hinds Road, Blountsville, Alabama 35031.0",34.194686033049,-86.480499883586,,python
102871,Decatur Quarry,"Crushed, Broken Limestone NEC",Abandoned,1/22/2009,Surface,3523 Gordon Terry Pkwy,Decatur,Alabama,35601,"3523 Gordon Terry Pkwy, Decatur, Alabama 35601.0",34.583893229665,-87.068975497936,,python
102956,Speedway Quarry,"Crushed, Broken Limestone NEC",Active,9/27/1998,Surface,7575 Eastaboga Road,Eastaboga,Alabama,36260,"7575 Eastaboga Road, Eastaboga, Alabama 36260.0",33.558421430896,-86.040613300048,,python
102985,Omya Alabama Plant,"Crushed, Broken Marble",Active,3/16/1993,Facility,2071 Sylacauga Fayetteville Highway,Sylacauga,Alabama,35151,"2071 Sylacauga Fayetteville Highway, Sylacauga, Alabama 35151.0",33.160846901911,-86.308129551054,,python
103055,Bessemer Quarry,"Crushed, Broken Limestone NEC",Active,8/1/1995,Surface,1200 Vulcan Drive,Bessemer,Alabama,35022,"1200 Vulcan Drive, Bessemer, Alabama 35022.0",,,,none
103068,Alabaster Quarry,"Crushed, Broken Limestone NEC",Abandoned,9/2/2020,Surface,1180 Fulton Springs Rd.,Alabaster,Alabama,35007,"1180 Fulton Springs Rd., Alabaster, Alabama 35007.0",33.214627531686,-86.813788585569,,python
103076,O'Neal Quarry,"Crushed, Broken Limestone NEC",Active,5/30/1996,Surface,3703 Hwy. 31 North,Calera,Alabama,35040,"3703 Hwy. 31 North , Calera, Alabama 35040.0",33.166442030172,-86.756076076641,,python
103083,Opelika Quarry,"Crushed, Broken Limestone NEC",Abandoned,3/24/2016,Surface,3085 Al Hwy. 169,Opelika,Alabama,35010,"3085 Al Hwy. 169, Opelika, Alabama 35010.0",32.585109656705,-85.334330213252,,python
103087,TUSCALOOSA QUARRY,"Crushed, Broken Limestone NEC",Active,1/15/1997,Surface,11717 Vulcan Road,Vance,Alabama,35490,"11717 Vulcan Road, Vance, Alabama 35490.0",33.133107659071,-87.286797211076,,python
103096,SRM Mt Hope Quarry,"Crushed, Broken Limestone NEC",Active,12/16/2009,Surface,3043 Co Rd 43,Russellville,Alabama,35654,"3043 Co Rd 43, Russellville, Alabama 35654.0",,,,none
103100,Battleground Rock Quarry,"Crushed, Broken Limestone NEC",Active,7/20/1998,Surface,624 E State Crusher Rd,Falkville,Alabama,35622,"624 E State Crusher Rd, Falkville, Alabama 35622.0",34.336255068561,-86.989206078836,,python
103143,South Russellville Quarry,"Crushed, Broken Limestone NEC",Active,8/1/2001,Surface,14460 Highway 243,Russellville,Alabama,,"14460 Highway 243, Russellville, Alabama 356530428.0",,,,none
103164,PRIDE QUARRY,"Crushed, Broken Limestone NEC",Active,8/20/1999,Surface,18055 Highway 72,Tuscumbia,Alabama,35674,"18055 Highway 72, Tuscumbia, Alabama 35674.0",,,,none
103175,Alabaster Mill,"Crushed, Broken Limestone NEC",Active,12/9/1999,Facility,1152 Old Hwy 31,Alabaster,Alabama,35007,"1152 Old Hwy 31, Alabaster, Alabama 35007.0",33.222992459008,-86.806695220216,,python
103176,Limestone County Quarry,"Crushed, Broken Limestone NEC",Abandoned,11/15/2010,Surface,22917  Easter Ferry Road,Elmont,Alabama,35620,"22917  Easter Ferry Road, Elmont, Alabama 35620.0",34.889917067876,-87.030228455179,,python
103187,Sylacauga Plant,"Crushed, Broken Marble",Abandoned,1/5/2007,Surface,772 Gantts Lane,Sylacauga,Alabama,35151,"772 Gantts Lane, Sylacauga, Alabama 35151.0",,,,none
103199,Collinsville Rock Quarry,"Crushed, Broken Limestone NEC",Abandoned,12/11/2019,Surface,9091 US Hwy 11 North,Attalla,Alabama,35954,"9091 US Hwy 11 North, Attalla, Alabama 35954.0",34.193147462224,-85.921299190168,,python
103215,Hollywood Quarry,"Crushed, Broken Limestone NEC",Active,7/11/2016,Surface,9098 Co. Road 33,Hollywood,Alabama,35752,"9098 Co. Road 33, Hollywood, Alabama 35752.0",,,,none
103226,Ensley Central Services,"Crushed, Broken Limestone NEC",Abandoned,4/24/2017,Facility,1000 Avenue E,Ensley,Alabama,35218,"1000 Avenue E, Ensley, Alabama 35218.0",33.524769126837,-86.891580792088,,python
103234,Ashville Rock Quarry,"Crushed, Broken Limestone NEC",Active,5/14/2004,Surface,6235 Crawfords Cove Rd,Steele,Alabama,35987,"6235 Crawfords Cove Rd, Steele, Alabama 35987.0",33.886171947821,-86.323314591115,,python
103262,Notasulga Quarry,"Crushed, Broken Granite",Active,4/29/2003,Surface,8938 Highway 14 West,Loachapoka,Alabama,36865,"8938 Highway 14 West, Loachapoka, Alabama 36865.0",,,,none
103270,Lakeshore Quarry,"Crushed, Broken Limestone NEC",Active,8/8/2005,Surface,3001 Portofino Drive,Birmingham,Alabama,35211,"3001 Portofino Drive, Birmingham, Alabama 35211.0",,,,none
103276,Plant No 1,"Crushed, Broken Limestone NEC",Abandoned,5/21/2022,Surface,3260 Stovall Road,Florala,Alabama,36442,"3260 Stovall Road, Florala, Alabama 36442.0",31.033736857773,-86.229879631969,,python
103300,Gurley  Mine,"Crushed, Broken Limestone NEC",Abandoned,7/29/2005,Surface,5835 Hwy 72 East,Gurley,Alabama,35748,"5835 Hwy 72 East, Gurley, Alabama 35748.0",34.701615993573,-86.388543310601,,python
103318,Grant Quarry,"Crushed, Broken Limestone NEC",Abandoned,10/7/2005,Surface,420 New Hope Highway South,Grant,Alabama,35747,"420 New Hope Highway South, Grant, Alabama 35747.0",34.462295409717,-86.355011533578,,python
103346,North Birmingham Quarry,"Crushed, Broken Limestone NEC",Abandoned,1/23/2013,Surface,3545 Erwin Road,Birmingham,Alabama,35207,"3545 Erwin Road, Birmingham, Alabama 35207.0",,,,none
103347,Dunn Construction Company,"Crushed, Broken Granite",Active,12/18/2006,Surface,2194 Providence Road,Titus,Alabama,36080,"2194 Providence Road, Titus, Alabama 36080.0",32.734541166116,-86.269164481512,,python
103356,Lacey's Spring,"Crushed, Broken Limestone NEC",Active,7/14/2020,Surface,149 Parks Chapel Rd.,Lacey's Spring,Alabama,35754,"149 Parks Chapel Rd., Lacey's Spring, Alabama 35754.0",34.558400053054,-86.577296074074,,python
103396,Notasulga South,"Crushed, Broken Granite",Abandoned,9/3/2008,Surface,230 Lee Road,Notasulga,Alabama,36866,"230 Lee Road, Notasulga, Alabama 36866.0",,,,none
103405,Eagle Quarry,"Crushed, Broken Limestone NEC",Abandoned,2/8/2012,Surface,2701 County Road 20,Calera,Alabama,35040,"2701 County Road 20, Calera, Alabama 35040.0",33.091232336234,-86.766454317245,,python
103411,Dunn Construction,"Crushed, Broken Limestone NEC",Active,8/31/2009,Surface,991 Hwy 31 South,Saginaw,Alabama,35137,"991 Hwy 31 South, Saginaw, Alabama 35137.0",,,,none
103413,Tanner Quarry,"Crushed, Broken Limestone NEC",Active,5/1/2011,Surface,9271 US Hwy 31,Tanner,Alabama,35671,"9271 US Hwy 31, Tanner, Alabama 35671.0",34.690573583567,-86.954551465445,,python
103438,Limestone Red Bay,"Crushed, Broken Limestone NEC",Abandoned,9/5/2014,Surface,250 COONEY ROAD,"RED BAY,",Alabama,35582,"250 COONEY ROAD, RED BAY,, Alabama 35582.0",,,,none
103440,Quality Stone,"Crushed, Broken Limestone NEC",Abandoned,1/7/2013,Surface,2142 New Home Road,Boaz,Alabama,35956,"2142 New Home Road, Boaz, Alabama 35956.0",34.132180756684,-86.253360605821,,python
103450,Wadley Crushed Stone,"Crushed, Broken Granite",Active,3/6/2013,Surface,874 County Road 838d,Wadley,Alabama,36276,"874 County Road 838d, Wadley, Alabama 36276.0",,,,none
103452,Brooklyn Limestone,"Crushed, Broken Limestone NEC",Intermittent,7/17/2023,Surface,21226 Brooklyn Rd.,Andalusia,Alabama,36421,"21226 Brooklyn Rd., Andalusia, Alabama 36421.0",,,,none
103454,Village Springs Quarry,"Crushed, Broken Limestone NEC",Abandoned,12/17/2012,Surface,267 Sand Valley Road,Remlap,Alabama,35133,"267 Sand Valley Road, Remlap, Alabama 35133.0",33.787833687263,-86.644371081071,,python
103476,MLC - Mobile,"Crushed, Broken Limestone NEC",Active,7/15/2014,Facility,1551 Cochrane Causeway,Mobile,Alabama,36602,"1551 Cochrane Causeway, Mobile, Alabama 36602.0",,,,none
103506,West Huntsville,"Crushed, Broken Limestone NEC",Active,4/10/2017,Surface,26024 Newby Road,Madison,Alabama,35756,"26024 Newby Road, Madison, Alabama 35756.0",34.744700893117,-86.85946552556,,python
103518,McCord Limestone Quarry,"Crushed, Broken Limestone NEC",Active,4/2/2019,Surface,6620 Highway 72 East,Gurley,Alabama,35748,"6620 Highway 72 East, Gurley, Alabama 35748.0",34.694033828938,-86.36086333824,,python
103528,St Stephens,"Crushed, Broken Limestone NEC",Abandoned,1/12/2026,Surface,960 Cement Plant Road,ST. STEPHENS,Alabama,36569,"960 Cement Plant Road, ST. STEPHENS, Alabama 36569.0",,,,none
103539,Brierfield,"Crushed, Broken Limestone NEC",Active,7/1/2021,Surface,5115 West Ashby Road,Brierfield,Alabama,35035,"5115 West Ashby Road, Brierfield, Alabama 35035.0",33.021141326551,-86.920376874145,,python
103542,Redstone Quarry,"Crushed, Broken Limestone NEC",Active,8/6/2020,Surface,2053 Vermont Road SW,Huntsville,Alabama,35802,"2053 Vermont Road SW, Huntsville, Alabama 35802.0",34.670731338911,-86.59710734346,,python
103545,VANCE QUARRY,"Crushed, Broken Limestone NEC",Active,3/6/2023,Surface,660 STORY ROAD,WOODSTOCK,Alabama,35188,"660 STORY ROAD, WOODSTOCK, Alabama 35188.0",,,,none
103551,CEDAR CREEK PIT,"Crushed, Broken Limestone NEC",Active,7/2/2022,Surface,1980 OIL WELL RD,EVERGREEN,Alabama,36401,"1980 OIL WELL RD, EVERGREEN, Alabama 36401.0",,,,none
103565,Dig In Mining,"Crushed, Broken Limestone NEC",Active,8/2/2022,Surface,3620 Stovall Rd,Florala,Alabama,36442,"3620 Stovall Rd, Florala, Alabama 36442.0",,,,none
103583,Russellville Quarry,"Crushed, Broken Limestone NEC",Abandoned,1/30/2024,Surface,,,,,"nan, nan, nan nan",,,,none
103591,Gum Pond Quarry,"Crushed, Broken Limestone NEC",Active,2/12/2024,Surface,183 Gum Pond Road,Baileyton,Alabama,35019,"183 Gum Pond Road , Baileyton, Alabama 35019.0",,,,none
103596,Red Bay Quarry,"Crushed, Broken Limestone NEC",Active,2/8/2024,Surface,250 Cooney Rd.,Vina,Alabama,35593,"250 Cooney Rd.  , Vina, Alabama 35593.0",,,,none
103602,LITTLE RIVER PIT,"Crushed, Broken Limestone NEC",Abandoned,11/14/2025,Surface,71046 Buck Phillips Rd,Little River,Alabama,36550,"71046 Buck Phillips Rd , Little River , Alabama 36550.0",,,,none
103614,Project Crossroads,"Crushed, Broken Limestone NEC",Active,2/3/2025,Surface,7548 Mooresville Road,Tanner,Alabama,35671,"7548 Mooresville Road, Tanner, Alabama 35671.0",,,,none
103622,Nickajack Quarry,"Crushed, Broken Limestone NEC",Abandoned,6/23/2025,Surface,926 lakeveiw drive,south pittsburg,Tennessee,37380,"926 lakeveiw drive, south pittsburg, Tennessee 37380.0",34.988841044767,-85.633877938503,,python
103628,SRM Materials Bridgeport,"Crushed, Broken Limestone NEC",NonProdActive,8/6/2025,Surface,223 County Rd. 572,Bridgeport,Alabama,35740,"223 County Rd. 572, Bridgeport, Alabama 35740.0",34.945930722841,-85.768590483753,,python
103634,Booker Pit,"Crushed, Broken Limestone NEC",Active,11/13/2025,Surface,3443 Harry Booker Rd.,Evergreen,Alabama,36401,"3443 Harry Booker Rd., Evergreen, Alabama 36401.0",,,,none
103637,Scottsboro Quarry,"Crushed, Broken Limestone NEC",Active,11/19/2025,Surface,20204 John T. Reid Parkway,Scottsboro,Alabama,35768,"20204 John T. Reid Parkway, Scottsboro, Alabama 35768.0",,,,none
103641,431 Quarry,"Crushed, Broken Limestone NEC",Active,1/22/2026,Surface,226 Cheaha State Park Drive,Anniston,Alabama,36207,"226 Cheaha State Park Drive, Anniston, Alabama 36207.0",,,,none
201510,MADISON GRANITE PIT,"Crushed, Broken Granite",Active,2/4/2013,Surface,29925 N. Northvalley Parkway,Phoenix,Arizona,85085,"29925 N. Northvalley Parkway, Phoenix, Arizona 85085.0",,,,none
202194,TREASURE CHEST GRANITE PIT LLC,"Crushed, Broken Granite",Active,11/30/1987,Surface,5063 N Starr Rd,Apache Junction,Arizona,85219,"5063 N Starr Rd, Apache Junction, Arizona 85219.0",33.460902360324,-111.517509474712,,python
202368,Santa Rita Plan,"Crushed, Broken Limestone NEC",Active,8/11/2022,Surface,Forest Road 505,SAHUARITA,Arizona,,"Forest Road 505, SAHUARITA, Arizona 856290759.0",,,,none
202387,Superior,"Crushed, Broken Granite",Active,8/5/2013,Surface,Hwy 177 MP 164.4,Superior,Arizona,85273,"Hwy 177 MP 164.4, Superior, Arizona 85273.0",,,,none
202479,Picacho Plant,"Crushed, Broken Granite",Active,8/5/2013,Surface,Hwy 74 mile marker 10 6 miles North,Wickenburg,Arizona,85390,"Hwy 74 mile marker 10 6 miles North, Wickenburg, Arizona 85390.0",,,,none
202498,Triple Nichol - Portable Rawson Crusher,"Crushed, Broken Granite",Abandoned,10/27/2004,Surface,3586 U.S. Hwy 60,Miami,Arizona,85539,"3586 U.S. Hwy 60, Miami, Arizona 85539.0",33.406813850045,-110.856288771521,,python
202520,Chloride,"Crushed, Broken Granite",Intermittent,6/5/2025,Surface,Township 24 N. Range18 N. Sections 33 & 34,Chloride,Arizona,86431,"Township 24 N. Range18 N. Sections 33 & 34, Chloride, Arizona 86431.0",,,,none
202565,Valentine,"Crushed, Broken Granite",Abandoned,8/6/2009,Surface,MP 83 Old Route 66,Hackberry,Arizona,86437,"MP 83 Old Route 66, Hackberry, Arizona 86437.0",,,,none
202614,Omya Arizona,"Crushed, Broken Marble",Active,2/4/2002,Surface,6 N Mesquite Rd,Superior,Arizona,85173,"6 N Mesquite Rd, Superior, Arizona 85173.0",33.288343272096,-111.120676181142,,python
202660,"Walker Butte Mining Company, L.L.C.","Crushed, Broken Granite",Abandoned,2/12/2014,Surface,27784 walker Granite road,Coolidge,Arizona,85228,"27784 walker Granite road, Coolidge, Arizona 85228.0",,,,none
202677,White Hills,"Crushed, Broken Granite",Active,11/19/1996,Surface,Township28N. Range19W. Section 21 G&SRBM,White Hills,Arizona,86401,"Township28N. Range19W. Section 21 G&SRBM, White Hills, Arizona 86401.0",,,,none
202678,Star Valley Granite & Materials,"Crushed, Broken Granite",Active,4/21/2021,Surface,22 CORNERSTONE WAY,PAYSON,Arizona,85541,"22 CORNERSTONE WAY, PAYSON, Arizona 85541.0",34.25537559955,-111.258587108053,,python
202698,Cedar Hills Site,"Crushed, Broken Granite",Active,7/1/2014,Surface,9376 E Wright Dr,Kingman,Arizona,86401,"9376 E Wright Dr, Kingman, Arizona 86401.0",35.184734989123,-113.791175360433,,python
202921,SUPERIOR MARBLE,"Crushed, Broken Marble",Abandoned,4/23/2010,Surface,2 N Mesquite Road,Superior,Arizona,85273,"2 N Mesquite Road, Superior, Arizona 85273.0",33.288449802745,-111.120664967383,,python
202930,Cross Spear Marble,"Crushed, Broken Marble",Abandoned,8/15/2013,Surface,10555 E. Red Wing Ranch Rd.,Willcox,Arizona,85643,"10555 E. Red Wing Ranch Rd., Willcox, Arizona 85643.0",32.102166565191,-109.426081950619,,python
203037,Copper Chief,"Crushed, Broken Marble",Abandoned,4/3/2008,Facility,31105 Boyer Gap Road,Quartzsite,Arizona,85346,"31105 Boyer Gap Road, Quartzsite, Arizona 85346.0",,,,none
203038,Turquoise Mountain Mining LTD,"Crushed, Broken Marble",Abandoned,6/30/2005,Surface,6135 Turquoise Mountain Rd,Puerch,Arizona,85625,"6135 Turquoise Mountain Rd, Puerch, Arizona 85625.0",,,,none
203088,Docie Pit,"Crushed, Broken Granite",Abandoned,5/5/2021,Surface,"Township 14 N Range 3W Section 17, 18",Prescott,Arizona,86302,"Township 14 N Range 3W Section 17, 18, Prescott, Arizona 86302.0",,,,none
203091,FNF Crushing 1,"Crushed, Broken Limestone NEC",Intermittent,1/5/2026,Surface,115 S. 48th St.,Tempe,Arizona,85281,"115 S. 48th St., Tempe, Arizona 85281.0",33.4269470564,-111.977375588227,,python
203189,Apache County Limestone Pit,"Crushed, Broken Limestone NEC",Active,2/7/2023,Surface,#501 County Rd. 6040,St. Johns,Arizona,85936,"#501 County Rd. 6040, St. Johns, Arizona 85936.0",,,,none
203204,Got Rock 1,"Crushed, Broken Limestone NEC",Abandoned,2/6/2012,Surface,OMYA Quarry,Lucerne Valley,California,92356,"OMYA Quarry, Lucerne Valley, California 92356.0",,,,none
203209,Buckeye Hills Plant,"Crushed, Broken Granite",Abandoned,8/27/2019,Surface,State Route 85 & Buckeye Hills Rd.,Buckeye,Arizona,85326,"State Route 85 & Buckeye Hills Rd., Buckeye, Arizona 85326.0",,,,none
203225,Arizona White Rock,"Crushed, Broken Limestone NEC",Abandoned,2/1/2013,Surface,Twnshp:105 Range:13E Sec:32 (51035 East Edwin Road),Catalina,Arizona,85245,"Twnshp:105 Range:13E Sec:32 (51035 East Edwin Road), Catalina, Arizona 85245.0",,,,none
300011,Black Rock Quarry & Plant,"Crushed, Broken Limestone NEC",Active,4/1/2013,Surface,133 Lawrence Rd. 208,Black Rock,Arkansas,72415,"133 Lawrence Rd. 208, Black Rock, Arkansas 72415.0",36.124134720159,-91.262149770064,,python
300042,MIDWEST LIME COMPANY,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,50 MIDWEST LANE WEST,BATESVILLE,Arkansas,72501,"50 MIDWEST LANE WEST, BATESVILLE, Arkansas 72501.0",,,,none
300050,LIMEDALE QUARRY,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,600 Limedale Road,Batesville,Arkansas,72501,"600 Limedale Road, Batesville, Arkansas 72501.0",35.794025551552,-91.720024117993,,python
300052,Love Hollow Quarry,"Crushed, Broken Limestone NEC",Active,7/27/2022,Surface,2245 Crocker Road,Guidon,Arkansas,72561,"2245 Crocker Road, Guidon, Arkansas 72561.0",,,,none
300098,Granite Mountain Quarry #1,"Crushed, Broken Granite",Active,4/13/1972,Surface,1010 Shamburger Lane,Little Rock,Arkansas,72206,"1010 Shamburger Lane, Little Rock, Arkansas 72206.0",34.674879354984,-92.265214914173,,python
300437,Avoca Quarry & Plant,"Crushed, Broken Limestone NEC",Active,4/19/2022,Surface,County Road 74,Avoca,Arkansas,72711,"County Road 74, Avoca, Arkansas 72711.0",,,,none
300542,3M Arch Street Quarry,"Crushed, Broken Granite",Abandoned,3/1/2013,Surface,6100 Arch Street,Little Rock,Arkansas,72206,"6100 Arch Street, Little Rock, Arkansas 72206.0",34.694568615648,-92.292540056839,,python
300610,White River Materials Mt. Home Quarry,"Crushed, Broken Limestone NEC",Active,11/20/1978,Surface,4437-1 Highway 5 North,Mountain Home,Arkansas,72654,"4437-1 Highway 5 North, Mountain Home, Arkansas 72654.0",36.297077863497,-92.332662134795,,python
300791,Portable Plant #1,"Crushed, Broken Limestone NEC",Abandoned,8/23/2017,Surface,1223 Front Street,Conway,Arkansas,72032,"1223 Front Street, Conway, Arkansas 72032.0",35.095619496499,-92.443015832399,,python
300876,Granite Mountain Quarry #2,"Crushed, Broken Granite",Active,1/8/1990,Surface,918 Granite Mountain Drive,Little Rock,Arkansas,72206,"918 Granite Mountain Drive, Little Rock, Arkansas 72206.0",,,,none
301232,Radix Quarries,"Crushed, Broken Limestone NEC",Active,3/3/1976,Surface,1945 US-62,Green Forest,Arkansas,72638,"1945 US-62, Green Forest , Arkansas 72638.0",36.352331863248,-93.515165668952,,python
301240,Baxter County Quarry,"Crushed, Broken Limestone NEC",Active,1/30/1996,Surface,347 CR 630,Gassville,Arkansas,72635,"347 CR 630, Gassville, Arkansas 72635.0",,,,none
301373,Pryor Mountain Quarry Inc,"Crushed, Broken Limestone NEC",Abandoned,5/8/2012,Surface,4849 Edgemont Road,Quitman,Arkansas,72131,"4849 Edgemont Road, Quitman, Arkansas 72131.0",35.510820967105,-92.222071932271,,python
301583,Sharps Quarry & Plant,"Crushed, Broken Limestone NEC",Active,1/23/2014,Surface,13585 Puppy Creek Rd.,Springdale,Arkansas,72764,"13585 Puppy Creek Rd., Springdale, Arkansas 72764.0",36.226430641024,-94.180674690405,,python
301614,HATTON QUARRY,"Crushed, Broken Granite",Active,10/7/1986,Surface,323 Polk Road 15,Cove,Arkansas,71937,"323 Polk Road 15, Cove, Arkansas 71937.0",34.344412673802,-94.342342616151,,python
301629,PIT NO. 1,"Crushed, Broken Limestone NEC",Active,5/18/2022,Surface,498 County Road 9/Lacrosse Rd.,Violet Hill,Arkansas,72536,"498 County Road 9/Lacrosse Rd. , Violet Hill, Arkansas 72536.0",,,,none
301640,Lowell Quarry,"Crushed, Broken Limestone NEC",Abandoned,8/18/2015,Surface,4850 Hwy 264 East,Lowell,Arkansas,72745,"4850 Hwy 264 East, Lowell, Arkansas 72745.0",36.224244362934,-94.075111427919,,python
301720,Atlas Qu Pt Crusher #1,"Crushed, Broken Limestone NEC",Active,9/15/2020,Surface,8895 Cord Rd,Cord,Arkansas,72513,"8895 Cord Rd, Cord, Arkansas 72513.0",35.835245363039,-91.336394222599,,python
