Mine ID,Mine Name,mine_type,Commodity,Mine Status,Status Date,Type of Mine,Street,City,State,Zip Code,full_address,lat,lon,confidence,geocode_method
2102996,45503,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/29/2011,Surface,4787 Shadow Wood Dr. NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr. NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2102998,Portable Crusher,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/17/2011,Surface,1701 Emma Street,Brainerd,Minnesota,56401.0,"1701 Emma Street, Brainerd, Minnesota 56401.0",46.34177738931,-94.207611689503,,python
2102999,GP 500,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/30/2022,Surface,4843 Rice Lake Road,Duluth,Minnesota,55803.0,"4843 Rice Lake Road, Duluth, Minnesota 55803.0",46.861134630949,-92.153474716485,,python
2103000,Omar Plant 1-010,sand_gravel_mine,Construction Sand and Gravel,Abandoned,9/4/2013,Surface,701 11th Street SE,Watford City ,North Dakota,58854.0,"701 11th Street SE, Watford City , North Dakota 58854.0",47.796973534821,-103.264216428016,,python
2103009,CEDAR RAPIDS WASH PLANT,sand_gravel_mine,Construction Sand and Gravel,Abandoned,7/14/2008,Surface,8137 Old Highway Road North,Saint Cloud,Minnesota,56301.0,"8137 Old Highway Road North, Saint Cloud, Minnesota 56301.0",45.531016114709,-94.27552003662,,python
2103010,Portable Crusher AC 600,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/24/2017,Surface,6325 County Road 87 SW,Alexandria,Minnesota,56308.0,"6325 County Road 87 SW, Alexandria, Minnesota 56308.0",45.83137576854,-95.383709170349,,python
2103011,PORTABLE CRUSHER,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/27/1990,Surface,42665 County Hwy. 9,Pelican Rapids,Minnesota,56572.0,"42665 County Hwy. 9, Pelican Rapids, Minnesota 56572.0",46.582315340055,-96.083867190144,,python
2103017,Amrize LJ-Screen Plant P-115,sand_gravel_mine,Construction Sand and Gravel,Intermittent,9/28/1990,Surface,800 Holdiay Drive Unit 240,Moorhead,Minnesota,56560.0,"800 Holdiay Drive Unit 240, Moorhead, Minnesota 56560.0",46.850996937026,-96.766540608646,,python
2103018,Portable Crusher No 1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,11/30/2006,Surface,18140 State Hwy 29 North,Parkers Prairie,Minnesota,56361.0,"18140 State Hwy 29 North, Parkers Prairie, Minnesota 56361.0",46.080792257215,-95.323449844321,,python
2103020,Portable Crushing Plant,sand_gravel_mine,Construction Sand and Gravel,Intermittent,11/15/1990,Surface,12883 Upper Sylvan Road SW.,Pillager,Minnesota,564732380.0,"12883 Upper Sylvan Road SW., Pillager, Minnesota 564732380.0",46.336484211345,-94.391066755353,,python
2103021,PORTABLE CRUSHER #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/23/1990,Surface,2468 East Moe Rd. NW,Garfield,Minnesota,56332.0,"2468 East Moe Rd. NW, Garfield, Minnesota 56332.0",45.918726255226,-95.530713065394,,python
2103022,Portable Crusher No. 1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,2/1/2005,Surface,712 Main Street,Erhard,Minnesota,56534.0,"712 Main Street, Erhard, Minnesota 56534.0",46.485311719373,-96.095286876392,,python
2103030,Loeffler Pit,sand_gravel_mine,Construction Sand and Gravel,Abandoned,11/16/2016,Surface,3865 180th St,Halma,Minnesota,56729.0,"3865 180th St, Halma, Minnesota 56729.0",48.659458992348,-96.61478491325,,python
2103031,Billington Gravel Pit,sand_gravel_mine,Construction Sand and Gravel,Abandoned,3/20/2017,Surface,2121 W. 3rd St.,Duluth,Minnesota,55816.0,"2121 W. 3rd St., Duluth, Minnesota 55816.0",46.768769371542,-92.127902582323,,python
2103035,Portable Crusher Plant #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/12/1991,Surface,2445 34th St.,Slayton,Minnesota,56172.0,"2445 34th St., Slayton, Minnesota 56172.0",43.978675622375,-95.756286292429,,python
2103036,Chandler Wash Plant,sand_gravel_mine,Construction Sand and Gravel,Intermittent,4/5/2019,Surface,625 160th Ave ,Edgerton,Minnesota,56128.0,"625 160th Ave , Edgerton, Minnesota 56128.0",43.943293204075,-96.144416161137,,python
2103039,Raleigh Pit,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/5/2018,Surface,15250 100th St N,Stillwater,Minnesota,55082.0,"15250 100th St N, Stillwater, Minnesota 55082.0",45.093932113318,-92.797566155426,,python
2103046,Hibbing Pit Wash Plant #2,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/17/2019,Surface,4031 Dillion Road,Hibbing ,Minnesota,55746.0,"4031 Dillion Road, Hibbing , Minnesota 55746.0",47.408317028217,-92.957649895808,,python
2103052,H-4000 CRUSHER,sand_gravel_mine,Construction Sand and Gravel,Abandoned,7/30/2025,Surface,6325 County Road 87 SW,Alexandria,Minnesota,56308.0,"6325 County Road 87 SW, Alexandria, Minnesota 56308.0",45.83137576854,-95.383709170349,,python
2103053,Stearns Aggregate-Portable Unit #1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/3/2011,Surface,14735 93rd Ave.,Kimball,Minnesota,55353.0,"14735 93rd Ave., Kimball, Minnesota 55353.0",45.337970744149,-94.302737537382,,python
2103057,Plant 3,sand_gravel_mine,Construction Sand and Gravel,Intermittent,9/15/1992,Surface,7831 Co Rd 921,Virginia,Minnesota,557922955.0,"7831 Co Rd 921, Virginia, Minnesota 557922955.0",47.500512778201,-92.506869787453,,python
2103058,Lonning Sand & Gravel,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/23/2017,Surface,2010 Kenwood Ave.,New Hampton,Iowa,50659.0,"2010 Kenwood Ave., New Hampton, Iowa 50659.0",43.065240228047,-92.337701320419,,python
2103059,Amrize Cedar Rapids Jaw Crusher P-117,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/6/1992,Surface,800 Holiday Drive Unit 240,Moorhead,Minnesota,56560.0,"800 Holiday Drive Unit 240, Moorhead, Minnesota 56560.0",46.850996937026,-96.766540608646,,python
2103061,#408 Superior Wash Plant Hope,sand_gravel_mine,Construction Sand and Gravel,Abandoned,3/29/2005,Surface,1905 3rd Avenue,Mankato,Minnesota,56001.0,"1905 3rd Avenue, Mankato, Minnesota 56001.0",44.185616915363,-93.995170358123,,python
2103063,Cone Plant 2,sand_gravel_mine,Construction Sand and Gravel,Intermittent,8/15/2011,Surface,22663 - 95th Ave.,Randall,Minnesota,56475.0,"22663 - 95th Ave., Randall, Minnesota 56475.0",46.088488764809,-94.462789532102,,python
2103065,Crusher,sand_gravel_mine,Construction Sand and Gravel,Abandoned,4/3/2013,Surface,19921 Haven Rd.,Little Falls,Minnesota,56345.0,"19921 Haven Rd., Little Falls, Minnesota 56345.0",46.052645929071,-94.329426704284,,python
2103072,Portable #1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/21/2006,Surface,"900 30th Place, PO Box 246",Owatonna,Minnesota,55060.0,"900 30th Place, PO Box 246, Owatonna, Minnesota 55060.0",44.09178096661,-93.264104420653,,python
2103074,Portable Crusher Plant 4,sand_gravel_mine,Construction Sand and Gravel,Intermittent,4/12/1994,Surface,408 6th St,Prinsburg,Minnesota,562810208.0,"408 6th St, Prinsburg, Minnesota 562810208.0",44.938953375664,-95.186772960423,,python
2103076,Portable Crusher No 1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,4/23/2007,Surface,19250 U.S. Hwy. 59 North,Detroit Lakes,Minnesota,56501.0,"19250 U.S. Hwy. 59 North, Detroit Lakes, Minnesota 56501.0",46.85255927251,-95.870736087451,,python
2103078,KGM Contractors Inc.,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/11/2018,Surface,9211 Hwy 53,Angora,Minnesota,55703.0,"9211 Hwy 53, Angora, Minnesota 55703.0",47.801011740063,-92.670839329673,,python
2103081,Crushing Plant #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,7/26/1994,Surface,3100 41st. St. S.W.,Fargo,North Dakota,58104.0,"3100 41st. St. S.W., Fargo, North Dakota 58104.0",46.834808297178,-96.849089339355,,python
2103082,PORTABLE #1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/12/2016,Surface,4042 Hwy 61,Moose Lake,Minnesota,55767.0,"4042 Hwy 61, Moose Lake, Minnesota 55767.0",46.487013304356,-92.714139455836,,python
2103086,45990,sand_gravel_mine,Construction Sand and Gravel,Intermittent,9/13/1994,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103087,Plant #35,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/15/2012,Surface,920 10th. Ave. N.  P.O. Box 189,Onalaska,Wisconsin,54650.0,"920 10th. Ave. N.  P.O. Box 189, Onalaska, Wisconsin 54650.0",43.897688643523,-91.225033962877,,python
2103088,Plant #39,sand_gravel_mine,Construction Sand and Gravel,Active,10/28/2025,Surface,920 10th. Ave. N.   P.O. Box 189,Onalaska,Wisconsin,54650.0,"920 10th. Ave. N.   P.O. Box 189, Onalaska, Wisconsin 54650.0",43.897688643523,-91.225033962877,,python
2103090,Johnson Portable,sand_gravel_mine,Construction Sand and Gravel,Abandoned,5/8/2006,Surface,37058 Ottawa Rd,Le Sueur,Minnesota,56058.0,"37058 Ottawa Rd, Le Sueur, Minnesota 56058.0",44.410845324495,-93.932682822596,,python
2103092,45960,sand_gravel_mine,Construction Sand and Gravel,Abandoned,7/14/2008,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103093,45900/45951,sand_gravel_mine,Construction Sand and Gravel,Abandoned,7/14/2008,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103095,CRUSHER #2,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/1/1995,Surface,12226 Knox Ave,Sanborn,Minnesota,56083.0,"12226 Knox Ave, Sanborn, Minnesota 56083.0",44.226950769996,-95.16903995388,,python
2103096,Crusher #43516,sand_gravel_mine,Construction Sand and Gravel,Intermittent,2/17/2003,Surface,4101 Bemidji Ave. North,Bemidji,Minnesota,56601.0,"4101 Bemidji Ave. North, Bemidji, Minnesota 56601.0",47.507300057689,-94.874933377009,,python
2103099,WASH PLANT,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/27/2003,Surface,1716 North Front,New Ulm,Minnesota,56073.0,"1716 North Front, New Ulm, Minnesota 56073.0",44.332741249621,-94.469343078581,,python
2103102,NLC #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/9/2025,Surface,14045 Northdale Blvd,Rogers,Minnesota,55374.0,"14045 Northdale Blvd, Rogers, Minnesota 55374.0",45.209192967862,-93.555876002832,,python
2103103,HSAG #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/28/2025,Surface,13530 WILLANDALE RD,ROGERS,Minnesota,553749349.0,"13530 WILLANDALE RD, ROGERS, Minnesota 553749349.0",45.200935353233,-93.598671681309,,python
2103106,43495,sand_gravel_mine,Construction Sand and Gravel,Abandoned,5/22/2012,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103107,Detroit Lakes Plant,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/23/2001,Surface,23180 Cty Road 6,Detroit Lakes,Minnesota,565020168.0,"23180 Cty Road 6, Detroit Lakes, Minnesota 565020168.0",46.796901796547,-95.920314464885,,python
2103110,43526,sand_gravel_mine,Construction Sand and Gravel,Abandoned,7/6/2004,Surface,4101 Bemidji Ave. No.,Bemidji,Minnesota,56601.0,"4101 Bemidji Ave. No., Bemidji, Minnesota 56601.0",47.507300057689,-94.874933377009,,python
2103112,43497,sand_gravel_mine,Construction Sand and Gravel,Intermittent,4/22/1996,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103120,MN Portable #6,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/25/2025,Surface,7225 Northland Dr. N.  #106,Brooklyn Park,Minnesota,55428.0,"7225 Northland Dr. N.  #106, Brooklyn Park, Minnesota 55428.0",45.086196673544,-93.39578352781,,python
2103125,Mobile Crusher,sand_gravel_mine,Construction Sand and Gravel,Intermittent,7/9/1996,Surface,63253 205th Street,Litchfield,Minnesota,55355.0,"63253 205th Street, Litchfield, Minnesota 55355.0",45.044519625166,-94.496082979075,,python
2103127,Crusher #43534,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/15/1996,Surface,4101 Bemidji Ave. N,Bemidji,Minnesota,56601.0,"4101 Bemidji Ave. N, Bemidji, Minnesota 56601.0",47.507300057689,-94.874933377009,,python
2103129,43322,sand_gravel_mine,Construction Sand and Gravel,Abandoned,4/5/2019,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103130,CR MVP 380X,sand_gravel_mine,Construction Sand and Gravel,Intermittent,4/23/1997,Surface,6325 Co. Rd. 87 SW,Alexandria,Minnesota,56308.0,"6325 Co. Rd. 87 SW, Alexandria, Minnesota 56308.0",45.83137576854,-95.383709170349,,python
2103132,Blum Sand and Gravel,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/5/1997,Surface,2632 Hwy. 65,Mora,Minnesota,55051.0,"2632 Hwy. 65, Mora, Minnesota 55051.0",45.969160321068,-93.277252438074,,python
2103133,45403,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/8/1997,Surface,4787 Shadow Wood Dr. NE.,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr. NE., Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103134,45417,sand_gravel_mine,Construction Sand and Gravel,Abandoned,1/13/2009,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103135,WP-2,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/13/1997,Surface,11325 Hwy. 210 ,Brainerd,Minnesota,56401.0,"11325 Hwy. 210 , Brainerd, Minnesota 56401.0",46.370572699852,-94.160018530756,,python
2103136,45930,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/17/2004,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103137,DINO,sand_gravel_mine,Construction Sand and Gravel,Intermittent,5/22/1997,Surface,105 mill, currie,Minnesota,56123.0,"105 mill,  currie, Minnesota 56123.0",44.071321708805,-95.666129446665,,python
2103138,Portable Screen Plant 2,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/2/1997,Surface,408 6th St,Prinsburg,Minnesota,562810208.0,"408 6th St, Prinsburg, Minnesota 562810208.0",44.938953375664,-95.186772960423,,python
2103140,43490,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/8/2009,Surface,4787 Shadow Wood Dr NE,Sauk Rapids,Minnesota,56379.0,"4787 Shadow Wood Dr NE, Sauk Rapids, Minnesota 56379.0",45.584188790308,-94.063748600919,,python
2103142,Ottertail Aggregate #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,11/3/2022,Surface,45774 Cozy Oak Drive,Ottertail,Minnesota,56571.0,"45774 Cozy Oak Drive, Ottertail, Minnesota 56571.0",46.404906676214,-95.533287296911,,python
2103143,Plant #36,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/17/1997,Surface,920 - 10th Ave. N.,Onalaska,Wisconsin,54650.0,"920 - 10th Ave. N., Onalaska, Wisconsin 54650.0",43.897688643523,-91.225033962877,,python
2103144,Plant #3,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/25/1997,Surface,4116 34th Ave S,Moorhead,Minnesota,56560.0,"4116 34th Ave S, Moorhead, Minnesota 56560.0",46.838169217661,-96.711653474993,,python
2103145,Plant-6,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/26/1997,Surface,525 Kennedy Park Road,Fergus Falls,Minnesota,565380458.0,"525 Kennedy Park Road, Fergus Falls, Minnesota 565380458.0",46.287488703165,-96.113063162011,,python
2103147,MN Portable #3,sand_gravel_mine,Construction Sand and Gravel,Intermittent,4/1/2021,Surface,"7200 Hemlock Lane, Suite 200",Maple Grove,Minnesota,553116480.0,"7200 Hemlock Lane, Suite 200, Maple Grove, Minnesota 553116480.0",45.0861169543,-93.43116339436,,python
2103149,Telsmith 48-S,sand_gravel_mine,Construction Sand and Gravel,Intermittent,7/29/1997,Surface,14827 - 390th St. NE,Middle River,Minnesota,567379350.0,"14827 - 390th St. NE, Middle River, Minnesota 567379350.0",48.441876461955,-96.145596741332,,python
2103150,Commander Screen,sand_gravel_mine,Construction Sand and Gravel,Abandoned,9/28/2004,Surface,20633 Tiger St. NW,Elk River,Minnesota,55330.0,"20633 Tiger St. NW, Elk River, Minnesota 55330.0",45.344426173864,-93.490880112628,,python
2103153,Crusher No CR-52,sand_gravel_mine,Construction Sand and Gravel,Abandoned,3/20/2006,Surface,45744 820th St.,Lakefield,Minnesota,56150.0,"45744 820th St., Lakefield, Minnesota 56150.0",43.674518063057,-95.161757388569,,python
2103154,Portable Crusher II,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/21/2006,Surface,12128 State Hwy. 55 NW,Annandale,Minnesota,55302.0,"12128 State Hwy. 55 NW, Annandale, Minnesota 55302.0",45.266022225413,-94.138950706766,,python
2103155,Dunham Gravel Co,sand_gravel_mine,Construction Sand and Gravel,Abandoned,6/3/2025,Surface,15503 170th Avenue North,Felton,Minnesota,56536.0,"15503 170th Avenue North, Felton, Minnesota 56536.0",47.092980019021,-96.468406554247,,python
2103160,Sehlstrom Pit,sand_gravel_mine,Construction Sand and Gravel,Intermittent,9/24/2018,Surface,29411 COUNTY ROAD 28,ROSEAU,Minnesota,56751.0,"29411 COUNTY ROAD 28, ROSEAU, Minnesota 56751.0",48.824501055107,-95.724288457652,,python
2103163,Penrose Plant,sand_gravel_mine,Construction Sand and Gravel,Abandoned,9/14/2022,Surface,10417 Hwy. 29,Parkers Prarie,Minnesota,56361.0,"10417 Hwy. 29, Parkers Prarie, Minnesota 56361.0",46.113356297009,-95.324461620956,,python
2103166,Jeff's Plant,sand_gravel_mine,Construction Sand and Gravel,Intermittent,6/23/1998,Surface,12132-290th St. NE,Newfolden,Minnesota,56738.0,"12132-290th St. NE, Newfolden, Minnesota 56738.0",48.30020260434,-96.213059810012,,python
2103172,Portable Crusher #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,7/8/1998,Surface,2020 North Spring Street,New Ulm,Minnesota,56073.0,"2020 North Spring Street, New Ulm, Minnesota 56073.0",44.334940708396,-94.475416521795,,python
2103173,Portable Crusher #1,sand_gravel_mine,Construction Sand and Gravel,Abandoned,9/17/2013,Surface,800 Holiday Drive Unit 240,Moorhead,Minnesota,56560.0,"800 Holiday Drive Unit 240, Moorhead, Minnesota 56560.0",46.850996937026,-96.766540608646,,python
2103174,Portable Crusher,sand_gravel_mine,Construction Sand and Gravel,Intermittent,10/15/2019,Surface,14631 Co. 20 ,Park Rapids,Minnesota,56470.0,"14631 Co. 20 , Park Rapids, Minnesota 56470.0",46.871853181473,-94.975287710717,,python
2103183,Spread #1,sand_gravel_mine,Construction Sand and Gravel,Intermittent,7/15/2012,Surface,302  South Hoover Road,Virginia,Minnesota,55792.0,"302  South Hoover Road, Virginia, Minnesota 55792.0",47.521106500634,-92.559701713607,,python
2103184,Portable Plant,sand_gravel_mine,Construction Sand and Gravel,Abandoned,9/13/2012,Surface,26605 Sundberg Ave.,Worthington,Minnesota,56187.0,"26605 Sundberg Ave., Worthington, Minnesota 56187.0",43.607249100294,-95.532860612291,,python
2103185,Crusher #43517,sand_gravel_mine,Construction Sand and Gravel,Intermittent,11/2/1998,Surface,4101 Bemidji Ave North,Bemidji,Minnesota,56601.0,"4101 Bemidji Ave North, Bemidji, Minnesota 56601.0",47.507300057689,-94.874933377009,,python
2103186,NLC #5,sand_gravel_mine,Construction Sand and Gravel,Intermittent,8/6/2020,Surface,14045 Northdale Blvd,rogers,Minnesota,55374.0,"14045 Northdale Blvd, rogers, Minnesota 55374.0",45.209192967862,-93.555876002832,,python
2103187,MAC #4,sand_gravel_mine,Construction Sand and Gravel,Abandoned,8/13/2003,Surface,5929 Baker Road,Minnetonka,Minnesota,55343.0,"5929 Baker Road, Minnetonka, Minnesota 55343.0",44.896377626912,-93.447163850494,,python
